,Unnamed: 0,Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
289929,1204491,2022/09/02 02:16,27621,80A1FF180,228101,80A24FD90,320.12,Australian Dollar,320.12,Australian Dollar,Cash,0
409302,4589685,2022/09/09 13:13,119,8106798E0,244187,8113D0BA0,9553.37,Shekel,9553.37,Shekel,Credit Card,0
196125,4619532,2022/09/09 14:52,15625,80858A9D0,11030,80B901B70,371.07,US Dollar,371.07,US Dollar,Cheque,0
504644,3086121,2022/09/06 15:56,11474,8016AB810,13037,8075BB1D0,65792.81,US Dollar,65792.81,US Dollar,Cheque,0
52248,48669,2022/09/01 00:26,28255,8050A3940,28255,8050A3940,18.73,US Dollar,18.73,US Dollar,Reinvestment,0
355791,4020992,2022/09/08 14:00,513,8005FF6D0,13037,803A90420,32779.83,US Dollar,32779.83,US Dollar,Cheque,0
345806,1524693,2022/09/02 12:58,14329,80E4D60B0,117999,81195F430,20456.55,Euro,20456.55,Euro,Cheque,0
159281,1007532,2022/09/01 20:37,238280,812C45600,238280,812C45600,15.46,Euro,15.46,Euro,Reinvestment,0
353957,3958379,2022/09/08 10:35,10656,804652A20,11128,8145B7720,292716.83,Yen,292716.83,Yen,Cheque,0
116956,1560833,2022/09/02 13:39,139298,80EDD78E0,242191,80F6C58B0,2636.56,Swiss Franc,2636.56,Swiss Franc,Credit Card,0
231152,1593338,2022/09/02 15:13,1124,800B051B0,1244,800B55A60,6308492.05,US Dollar,6308492.05,US Dollar,Cheque,0
407239,2275709,2022/09/04 22:43,18200,803078CC0,18475,8038BC130,148714.29,Yuan,148714.29,Yuan,Cheque,0
484631,489070,2022/09/01 05:16,24,804171150,24,804171150,1560.92,Yen,1560.92,Yen,Reinvestment,0
127677,1551312,2022/09/02 13:53,21174,80138AA40,120766,8104BDD10,342.86,US Dollar,342.86,US Dollar,Cheque,0
125149,1509980,2022/09/02 12:07,20,80010ECB0,19318,8037FFE60,83142.22,Yuan,83142.22,Yuan,Credit Card,0
351430,1909551,2022/09/03 03:01,9129,8041958A0,121303,810E7CA80,6142.81,US Dollar,6142.81,US Dollar,Cheque,0
405535,517325,2022/09/01 06:01,13145,801275190,10,813324F00,68.33,US Dollar,68.33,US Dollar,Cheque,0
373974,1389125,2022/09/02 08:23,287,806BFE080,118202,806DBDA50,105649.81,Ruble,105649.81,Ruble,Credit Card,0
218100,3323074,2022/09/07 02:56,153502,81464DD81,153502,81464DD81,0.114027,Bitcoin,0.114027,Bitcoin,Bitcoin,0
439318,29271,2022/09/01 00:06,25637,803A04460,25637,803A04460,19.7,US Dollar,19.7,US Dollar,Reinvestment,0
27431,140345,2022/09/01 00:04,13057,802B077F0,124261,810F6AE00,7.31,Euro,7.31,Euro,Credit Card,0
294816,1364565,2022/09/02 07:38,18819,803488440,17246,80670C640,2953.87,US Dollar,2953.87,US Dollar,Cheque,0
484304,3272559,2022/09/07 00:02,244187,810946FF0,243614,810948180,15024.36,Shekel,15024.36,Shekel,ACH,0
407033,2180889,2022/09/04 11:17,1457,801BD58E0,28827,804961B00,354.8,US Dollar,354.8,US Dollar,Cheque,0
473503,968389,2022/09/01 19:44,24132,802A71370,3420,80D944A40,4264.29,US Dollar,4264.29,US Dollar,Credit Card,0
142084,2046378,2022/09/03 20:16,10,812DC3770,115249,812DC26E0,2816.31,US Dollar,2816.31,US Dollar,ACH,0
345214,4628915,2022/09/09 14:36,70,100428978,112,80F419650,13988.62,Swiss Franc,13988.62,Swiss Franc,Cheque,0
198440,502146,2022/09/01 05:56,11657,801557960,16254,8042AB3D0,102.88,Euro,102.88,Euro,Cheque,0
368943,2007573,2022/09/03 15:26,212,80771DB40,121580,808E4CD20,22.03,UK Pound,22.03,UK Pound,Cheque,0
370692,4018473,2022/09/08 13:50,211,80A3D71C0,128590,80ACF8A10,26741.56,Australian Dollar,26741.56,Australian Dollar,ACH,0
135167,3139545,2022/09/06 18:16,1267,802F90970,30416,80CEBA280,468.33,Yuan,468.33,Yuan,ACH,0
483951,1394587,2022/09/02 08:53,701,802E97B70,1,80388FEF0,77.41,US Dollar,77.41,US Dollar,Credit Card,0
138686,670989,2022/09/01 10:37,26580,802D8FC20,214322,80B9228C0,8652.97,Euro,8652.97,Euro,Cheque,0
316481,4645842,2022/09/09 15:55,18617,803AD7E30,1601,808FE2E00,956.46,US Dollar,956.46,US Dollar,Credit Card,0
314801,3099708,2022/09/06 16:23,28711,807FCE2C0,24840,80DBB6280,736.89,Euro,736.89,Euro,Credit Card,0
407961,2571767,2022/09/05 13:50,228054,80A2F9EC0,127593,80A5C99F0,5437.76,Australian Dollar,5437.76,Australian Dollar,Cheque,0
62110,3993941,2022/09/08 12:34,16254,80336A7A0,16254,80336A7A0,554.67,US Dollar,473.36,Euro,ACH,0
493652,769196,2022/09/01 13:46,70,100428660,25547,813B22B00,153.3,US Dollar,153.3,US Dollar,Cheque,0
431817,2190794,2022/09/04 12:02,24482,801AC2330,17174,813198080,56.85,Euro,56.85,Euro,Cash,0
225485,4771101,2022/09/09 20:12,16109,8079CD270,16109,8079CD270,37.52,Euro,43.96,US Dollar,ACH,0
330939,1645170,2022/09/02 16:57,231706,812B83930,218472,812B864D0,1024.15,US Dollar,1024.15,US Dollar,ACH,0
274804,481264,2022/09/01 05:17,25075,801EA0A50,10232,809361E70,126.3,US Dollar,126.3,US Dollar,Cheque,0
3093,2000657,2022/09/03 14:10,124,813D0C341,124,813E53C91,0.004295,Bitcoin,0.004295,Bitcoin,Bitcoin,0
173471,4890686,2022/09/10 00:47,70,1004286A8,1299,80B927840,543.64,Euro,543.64,Euro,Cheque,0
325572,4434229,2022/09/09 07:41,3242,80315C360,215841,811999430,5391.98,US Dollar,5391.98,US Dollar,Cheque,0
124218,4993054,2022/09/10 13:12,10057,803FE2DC0,19925,80C416F80,976.88,Yen,976.88,Yen,Wire,0
120760,1957689,2022/09/03 09:22,70,100428660,224449,80DCACB50,10785.17,US Dollar,10785.17,US Dollar,Credit Card,0
53281,3138866,2022/09/06 18:29,219077,80BCA9E70,232335,810FA4C90,3160.38,Euro,3160.38,Euro,Credit Card,0
50383,2080046,2022/09/04 00:17,8354,8066E6CD0,143508,810A9B9F0,34.75,US Dollar,34.75,US Dollar,Credit Card,0
229568,909764,2022/09/01 17:38,22957,808DD40D0,22957,808DD40D0,17.72,UK Pound,17.72,UK Pound,Reinvestment,0
419270,3806427,2022/09/08 03:25,5836,803EC1C70,9129,80498B870,775.83,US Dollar,775.83,US Dollar,Cheque,0
243016,4188750,2022/09/08 22:55,10,800CBD600,113798,80E0EA500,5355.14,US Dollar,5355.14,US Dollar,Cheque,0
165166,2419617,2022/09/05 06:07,21550,802AC44E0,129974,80C10E7B0,406.72,US Dollar,406.72,US Dollar,Cheque,0
367473,2285527,2022/09/05 00:14,220,8003A7770,10,8007505C0,11613.36,US Dollar,11613.36,US Dollar,Cash,0
290386,4738782,2022/09/09 19:20,20,8030907F0,20,8030907F0,3134.61,US Dollar,20994.36,Yuan,ACH,0
361971,3329942,2022/09/07 03:06,16,804AC9750,13078,805C8D470,87924.7,Rupee,87924.7,Rupee,Cheque,0
102743,3704909,2022/09/07 22:52,1588,8003F7910,12803,8066AE150,19.7,US Dollar,19.7,US Dollar,Wire,0
216746,1591739,2022/09/02 14:47,220,80FD297B0,142836,80FDC1130,48066.18,Shekel,48066.18,Shekel,Cheque,0
33239,3881879,2022/09/08 06:49,110,80CCA0DA0,35520,80CF84A30,2038.78,Brazil Real,2038.78,Brazil Real,Credit Card,0
103110,547502,2022/09/01 07:28,1362,800493070,110603,8051E7190,154904431.14,US Dollar,154904431.14,US Dollar,Cheque,0
86195,1853921,2022/09/02 23:16,245441,8108C26E0,217,810941470,3632.66,Shekel,3632.66,Shekel,Cheque,0
114735,2190405,2022/09/04 12:02,70,1004286A8,13083,807B33770,155.27,Euro,155.27,Euro,Cheque,0
59736,2487861,2022/09/05 09:53,11474,802C5B3E0,12381,808E079F0,8086.44,US Dollar,8086.44,US Dollar,Credit Card,0
122531,3264222,2022/09/07 00:10,70,1004286A8,227080,813067980,25.84,Euro,25.84,Euro,Cash,0
63978,1117764,2022/09/02 00:13,11107,801B4AAF0,1047,802D8AA70,227.68,US Dollar,227.68,US Dollar,Credit Card,0
432557,4170893,2022/09/08 21:31,13516,801B37600,1547,801EAEE90,98.66,Euro,98.66,Euro,ACH,0
140665,4144909,2022/09/08 20:14,117143,8064D3ED0,17120,806EA3970,8567.23,Ruble,8567.23,Ruble,Credit Card,0
22311,3694600,2022/09/07 22:26,1412,80089BD90,21575,8024C5680,1843.46,US Dollar,1843.46,US Dollar,Cheque,0
249812,4658634,2022/09/09 16:01,1124,8010F37D0,16606,806FBA010,25584.12,US Dollar,25584.12,US Dollar,Cash,0
438514,2395845,2022/09/05 04:39,8,8090CF580,122055,8091BC3D0,2865.7,Canadian Dollar,2865.7,Canadian Dollar,Cheque,0
97425,3164728,2022/09/06 19:49,11318,8025B2DC0,9129,809FB5D50,108.01,US Dollar,108.01,US Dollar,Credit Card,0
124649,1050067,2022/09/01 22:23,12893,806A98D90,12893,806A98D90,18.83,US Dollar,18.83,US Dollar,Reinvestment,0
41082,3547943,2022/09/07 14:32,70,100428660,11974,8015F5130,2525.17,US Dollar,2525.17,US Dollar,Cheque,0
229401,284496,2022/09/01 00:16,235551,80D8E7790,235551,80D8E7790,677.39,Brazil Real,677.39,Brazil Real,Reinvestment,0
362171,3546893,2022/09/07 14:26,119,80FE055B0,217,8107C6600,4361.86,Shekel,4361.86,Shekel,Credit Card,0
141571,1751744,2022/09/02 20:20,18015,80C7B0B30,143995,810CBC530,5851.56,US Dollar,5851.56,US Dollar,Cash,0
77200,3742347,2022/09/08 00:14,13057,80168C700,14290,8031AC120,578.6,Euro,578.6,Euro,Credit Card,0
1240,900720,2022/09/01 17:58,11904,80C0075B0,11904,80C0075B0,58613.15,US Dollar,58613.15,US Dollar,Reinvestment,0
22259,3197919,2022/09/06 21:07,20,80010ECB0,20,8007CB390,999.14,Yuan,999.14,Yuan,Credit Card,0
257147,3230365,2022/09/06 22:55,48309,811E2C810,119,812A97890,255.9,Saudi Riyal,255.9,Saudi Riyal,Cheque,0
480960,3378047,2022/09/07 05:39,70,100428738,15,803D8E3A0,86475.25,Yen,86475.25,Yen,Credit Card,0
4718,2624013,2022/09/05 16:57,17732,80720ADF0,12446,808B50AD0,118.06,US Dollar,118.06,US Dollar,Credit Card,0
483740,4337820,2022/09/09 04:23,1047,802CAFDB0,1068,80494BC10,123.99,US Dollar,123.99,US Dollar,Cheque,0
441797,1720408,2022/09/02 19:03,332889,80DFFF4A0,132445,80E0002F0,267.76,US Dollar,267.76,US Dollar,Cheque,0
151064,3628106,2022/09/07 18:49,70,100428660,21940,80B4A85B0,24978.04,US Dollar,24978.04,US Dollar,Credit Card,0
111357,1590895,2022/09/02 14:37,211,80CE9C5E0,115,80CF0A470,2811826.02,Brazil Real,2811826.02,Brazil Real,Wire,0
58672,3101629,2022/09/06 16:12,217641,806B25610,4,806F4C320,2065692.22,Ruble,2065692.22,Ruble,Credit Card,0
97651,5015900,2022/09/10 16:28,3514,8018B0BE0,3514,8018CF710,1037.32,Euro,1037.32,Euro,Credit Card,0
281719,3027028,2022/09/06 12:35,1655,800AA22D0,1588,802544670,6753.06,US Dollar,6753.06,US Dollar,Credit Card,0
127601,2225170,2022/09/04 16:47,220,802A19360,21940,803D6F6B0,15071.94,US Dollar,15071.94,US Dollar,Cheque,0
366181,2570269,2022/09/05 13:56,20,802FF7B60,29788,8142FA820,1634.62,Yuan,1634.62,Yuan,Credit Card,0
89624,3093854,2022/09/06 15:37,243614,8112B64E0,245090,81137A460,1860.91,Shekel,1860.91,Shekel,Cheque,0
42315,352480,2022/09/01 01:17,70,1004286A8,117660,809376870,906.7,Euro,906.7,Euro,Cash,0
413499,3410501,2022/09/07 07:00,142836,80FE0D310,119,80FF641F0,8791.4,Shekel,8791.4,Shekel,Cheque,0
399626,2855924,2022/09/06 03:37,25337,80BB22E20,18428,80D4D0CD0,95.24,Euro,95.24,Euro,ACH,0
249654,1647088,2022/09/02 16:41,15055,8037F8A10,16871,80785E870,63012.75,Euro,63012.75,Euro,ACH,0
200742,3147000,2022/09/06 18:46,70,1004286A8,1522,800285A00,19862.84,Euro,19862.84,Euro,Cash,0
348364,1501187,2022/09/02 12:15,33231,8012C1DC0,13037,8012C9BF0,29.85,US Dollar,29.85,US Dollar,Credit Card,0
107528,4963200,2022/09/10 09:59,5394,802556D70,2454,80A0C2560,2612.0,US Dollar,2612.0,US Dollar,Cheque,0
456437,1332683,2022/09/02 06:55,70,100428660,4523,8033A0A30,176438.01,US Dollar,176438.01,US Dollar,Cash,0
403786,2521385,2022/09/05 11:23,131928,80BC65D50,9209,80E724350,4114.14,Yuan,4114.14,Yuan,ACH,0
184986,4385468,2022/09/09 05:52,112637,804B40820,12,804B63000,4025195.59,Rupee,4025195.59,Rupee,Cheque,0
480087,367997,2022/09/01 01:43,1522,802F611C0,1522,802F611C0,35193.12,Euro,35193.12,Euro,Reinvestment,0
326283,1513637,2022/09/02 12:25,131086,80BD2E870,134263,80CC70C40,330849.02,Mexican Peso,330849.02,Mexican Peso,ACH,0
392879,4216729,2022/09/09 00:06,1412,801A38370,13264,8114A1330,99.0,US Dollar,99.0,US Dollar,Credit Card,0
13972,1087998,2022/09/01 23:26,1490,80095DD00,21387,8016B5FD0,26.39,Euro,26.39,Euro,Cheque,0
396407,2978755,2022/09/06 10:05,9371,80534E640,19890,80754EA60,2246.7,US Dollar,2246.7,US Dollar,Credit Card,0
2261,2065053,2022/09/03 22:20,26592,80D50A3B0,26592,80D50A3B0,12296.85,Shekel,3641.35,US Dollar,ACH,0
423158,4576502,2022/09/09 12:49,244818,810878570,143493,8118392C0,2076.97,Shekel,2076.97,Shekel,ACH,0
227842,2579565,2022/09/05 14:12,20,802FF6C00,23146,803622000,142290.56,Yuan,142290.56,Yuan,ACH,0
384187,4492548,2022/09/09 09:41,14,80079D150,3,805672230,19356.25,Yuan,19356.25,Yuan,Cheque,0
482363,1981561,2022/09/03 12:09,3420,801471AA0,1457,80A440C20,18198.98,US Dollar,18198.98,US Dollar,Cheque,0
200463,3603335,2022/09/07 17:16,19925,80C4DA8B0,210185,80C4D03C0,483924.36,Yen,483924.36,Yen,ACH,0
402337,3307634,2022/09/07 02:11,12,800061510,11,8000EFAF0,106.66,Euro,106.66,Euro,Cheque,0
396537,4008210,2022/09/08 13:17,5,807EDCB20,26,80883B750,249.46,UK Pound,249.46,UK Pound,Credit Card,0
1347,1986325,2022/09/03 12:46,1024,800ECB1A0,11,8014F3BE0,316.46,Euro,316.46,Euro,Cash,0
351636,994676,2022/09/01 20:10,6,80A2C06C0,6,80A2C06C0,1733.94,Australian Dollar,1733.94,Australian Dollar,Reinvestment,0
286490,2466392,2022/09/05 08:18,225,81378F1C1,220,814279DA1,0.695783,Bitcoin,0.695783,Bitcoin,Bitcoin,0
220226,5069284,2022/09/10 22:48,213737,804FE6410,112931,805019780,4227.3,Rupee,4227.3,Rupee,Cheque,0
105857,1659736,2022/09/02 17:02,19593,80B11A410,130584,8101ED130,888668.12,US Dollar,888668.12,US Dollar,Cash,0
357209,4302522,2022/09/09 02:51,70,1004286A8,15055,8028093E0,2285.11,Euro,2285.11,Euro,Credit Card,0
401487,1501016,2022/09/02 12:11,70,100428660,1665,800D0E940,588.94,US Dollar,588.94,US Dollar,Cheque,0
135758,3820018,2022/09/08 03:36,18460,8077E9400,8823,8080281E0,2432.92,Euro,2432.92,Euro,Cheque,0
462206,3953385,2022/09/08 10:31,3420,804D1B5E0,114674,8086ABE00,69.75,US Dollar,69.75,US Dollar,Cheque,0
277271,2893751,2022/09/06 05:49,2439,80145E040,10232,814789D50,116444.69,US Dollar,116444.69,US Dollar,ACH,0
154305,3263529,2022/09/07 00:03,4259,810FB5E10,3489,802972D80,45.38,Euro,45.38,Euro,Credit Card,0
19227,3624303,2022/09/07 18:12,228054,80A2C01B0,228054,80A41BED0,70.3,Australian Dollar,70.3,Australian Dollar,Credit Card,0
258919,790543,2022/09/01 14:16,9417,80BC47F00,8248,80F5FA340,2195.34,Yuan,2195.34,Yuan,Cheque,0
469699,2945429,2022/09/06 08:15,3,805346060,13029,805E3C050,35260.02,Rupee,35260.02,Rupee,Credit Card,0
239171,4567909,2022/09/09 12:35,70,100428660,130435,8112C3330,1511769.8,US Dollar,1511769.8,US Dollar,Cheque,0
437345,2394891,2022/09/05 04:46,70,100428780,13029,80502F410,182593.48,Rupee,182593.48,Rupee,Cheque,0
38186,3071376,2022/09/06 14:54,19705,809F563B0,9571,80CD14950,4844.56,Yuan,4844.56,Yuan,Cheque,0
322957,1266537,2022/09/02 04:10,6,80A1BCB50,28237,80ADAF530,340750.28,Australian Dollar,340750.28,Australian Dollar,ACH,0
274483,1009175,2022/09/01 20:34,71,804A46220,12,804B27B70,37616.83,Rupee,37616.83,Rupee,Credit Card,0
424509,738834,2022/09/01 12:50,24840,80B992DA0,14663,810A91C00,92.7,Euro,92.7,Euro,Credit Card,0
319567,5008796,2022/09/10 15:06,210185,803DCE860,210292,803DD7990,98645.97,Yen,98645.97,Yen,Credit Card,0
250239,2135050,2022/09/04 05:11,70,1004286A8,21387,811B12170,102.4,Euro,102.4,Euro,Cheque,0
150042,3001505,2022/09/06 11:10,19542,807B1B250,115656,808147620,291.16,Euro,291.16,Euro,Credit Card,0
449156,3730964,2022/09/07 23:30,28222,80A9404A0,29115,80AD44EA0,140882.19,Australian Dollar,140882.19,Australian Dollar,Cheque,0
28884,986240,2022/09/01 20:24,7042,810703580,7042,810703580,8.19,US Dollar,8.19,US Dollar,Reinvestment,0
305714,2438407,2022/09/05 07:13,22164,802C23D70,18902,80777A5B0,27.59,US Dollar,27.59,US Dollar,Credit Card,0
432234,471567,2022/09/01 04:51,22,8009A7D60,19777,812E4B220,376.78,Euro,376.78,Euro,Credit Card,0
336883,3809202,2022/09/08 03:00,21387,800991240,1522,8017F10E0,7720.24,Euro,7720.24,Euro,Cheque,0
2321,1489274,2022/09/02 11:36,226925,80BD62560,4242,80E12C540,59.14,US Dollar,59.14,US Dollar,Credit Card,0
405813,3402224,2022/09/07 07:28,13037,8013141F0,21940,802C00EA0,875.6,US Dollar,875.6,US Dollar,Cheque,0
42628,202192,2022/09/01 00:07,9691,80314EC80,9691,80314EC80,149.62,Yuan,149.62,Yuan,Reinvestment,0
384624,2095707,2022/09/04 00:07,126,81363B031,225,81363AFE1,0.011737,Bitcoin,0.011737,Bitcoin,Bitcoin,0
160391,264146,2022/09/01 00:02,122055,809492B60,126802,809F44960,1272436.5,Canadian Dollar,1272436.5,Canadian Dollar,Cheque,0
24933,5062003,2022/09/10 21:32,32564,80B7B53E0,27,80C978DF0,355102.1,Mexican Peso,355102.1,Mexican Peso,Cheque,0
247658,3585271,2022/09/07 16:12,32564,80BEC98D0,1132,80C1D5560,4456.78,Mexican Peso,4456.78,Mexican Peso,Cheque,0
249193,920551,2022/09/01 18:16,1501,8011C6720,1665,801C5AF60,3167.92,Euro,3167.92,Euro,Cheque,0
89692,1880916,2022/09/03 00:28,3489,812713670,13862,80FA52A00,36.53,Euro,36.53,Euro,Credit Card,0
140779,2743795,2022/09/05 22:54,5365,802650500,5365,812504A30,73.86,Euro,73.86,Euro,ACH,0
465871,2680621,2022/09/05 19:35,1729,80043AE10,12719,801114B10,256991.39,US Dollar,256991.39,US Dollar,Cash,0
237575,1302267,2022/09/02 05:40,21575,804FC1AC0,16535,8073390B0,21153.38,US Dollar,21153.38,US Dollar,Credit Card,0
27944,2802370,2022/09/06 01:16,21174,80112D630,21575,8030796C0,351.77,US Dollar,351.77,US Dollar,ACH,0
114542,2899185,2022/09/06 05:39,113,8105E96B0,244187,8113693B0,11217.97,Shekel,11217.97,Shekel,Credit Card,0
50980,3085582,2022/09/06 15:33,70,100428660,1588,803F08090,789.5,US Dollar,789.5,US Dollar,Credit Card,0
256010,3000762,2022/09/06 11:23,1490,8016C8070,21745,802320950,5685.32,Euro,5685.32,Euro,Credit Card,0
59903,1249176,2022/09/02 03:49,16,804B7AAD0,212789,804FE0F50,4780.44,Rupee,4780.44,Rupee,Cheque,0
454144,3938541,2022/09/08 09:31,70,100428738,15,803B0C090,825963.76,Yen,825963.76,Yen,Cheque,0
234538,752533,2022/09/01 13:05,70,1004286A8,1522,800285A00,76209.02,Euro,76209.02,Euro,Cheque,0
412871,1316158,2022/09/02 06:03,1457,80095A2B0,1674,800F4F6E0,228.98,US Dollar,228.98,US Dollar,ACH,0
252388,4260686,2022/09/09 01:09,70,100428660,29292,8112A51F0,269.74,US Dollar,269.74,US Dollar,Cheque,0
84097,4506676,2022/09/09 10:06,12,8047A8E50,213005,8059B8170,1102782.78,Rupee,1102782.78,Rupee,Cheque,0
160897,4850817,2022/09/09 23:23,27241,804A57160,31820,81262BB10,141.92,Euro,141.92,Euro,Credit Card,0
234727,1311659,2022/09/02 05:31,26,8000966F0,26,8000966F0,721.51,UK Pound,721.51,UK Pound,Cheque,0
57703,4702052,2022/09/09 17:37,31069,80063A500,1490,800634320,31.54,Euro,31.54,Euro,Cheque,0
396989,3268538,2022/09/07 00:03,23501,808D798B0,21884,8138E7440,15.33,UK Pound,15.33,UK Pound,Credit Card,0
439028,4559438,2022/09/09 12:16,111031,804564DA0,10605,80E907780,6540.09,Yen,6540.09,Yen,Cheque,0
101556,1549145,2022/09/02 13:39,11474,80684A780,4503,8075A91F0,32.15,US Dollar,32.15,US Dollar,Cheque,0
19631,3696929,2022/09/07 22:18,31596,80DE05BC0,145200,810DA5170,195.35,US Dollar,195.35,US Dollar,Cash,0
394432,3406686,2022/09/07 07:15,15180,80687ED60,218267,80E78EE30,404.18,Euro,404.18,Euro,Credit Card,0
140600,2926439,2022/09/06 07:03,116781,806B1C610,116781,807008A40,924.57,Ruble,924.57,Ruble,Cheque,0
507158,1991808,2022/09/03 13:25,112064,804B35180,113090,812251FF0,89735.6,Rupee,89735.6,Rupee,ACH,0
287169,5033015,2022/09/10 18:19,220541,8076CDD40,5,80770EDC0,56.63,UK Pound,56.63,UK Pound,Credit Card,0
141654,4969612,2022/09/10 10:11,28416,80A7ADB50,228054,80A7AC540,2471.81,Australian Dollar,2471.81,Australian Dollar,ACH,0
186298,1853108,2022/09/02 23:18,238845,80E51E050,240018,80E990BD0,75.43,Swiss Franc,75.43,Swiss Franc,Cheque,0
285600,2044707,2022/09/03 19:47,70,1004289C0,245441,810BCEE40,6072.9,Shekel,6072.9,Shekel,Cash,0
244309,391080,2022/09/01 02:01,15,80A149180,19,80A224770,341.59,Australian Dollar,341.59,Australian Dollar,Cheque,0
32202,4266201,2022/09/09 01:11,116425,8061DFBB0,117143,80713D680,178676.0,Ruble,178676.0,Ruble,Credit Card,0
203659,4828870,2022/09/09 22:25,344067,810248D80,244192,810248C40,947.67,Shekel,947.67,Shekel,Credit Card,0
317275,3068973,2022/09/06 14:40,12004,800C6F510,1299,8015164A0,1941.4,Euro,1941.4,Euro,Cheque,0
94532,4379359,2022/09/09 05:58,326322,80AF16F00,221282,80AF17350,117.84,US Dollar,117.84,US Dollar,Cheque,0
325153,1321717,2022/09/02 06:24,11,8001C3C50,11,80051B5C0,46569.54,Euro,46569.54,Euro,Cheque,0
47261,2533585,2022/09/05 11:47,112,80E229FD0,38478,80E507E20,248.17,Swiss Franc,248.17,Swiss Franc,Cheque,0
434268,1025063,2022/09/01 21:00,9608,809C4E690,3,80EF55660,11879.05,Yuan,11879.05,Yuan,Cheque,0
317079,338661,2022/09/01 00:36,9679,803FB2520,11402,8045EB700,158472.39,Yen,158472.39,Yen,Credit Card,0
406928,1022218,2022/09/01 21:02,23344,8067D6C60,23344,8067D6C60,12.3,Euro,12.3,Euro,Reinvestment,0
781,722928,2022/09/01 12:10,13083,8141CEDB0,13083,8141CEDB0,19.29,Euro,19.29,Euro,Reinvestment,0
203791,2061061,2022/09/03 21:43,113,81008EBD0,43049,8100CCA00,60.91,Shekel,60.91,Shekel,Credit Card,0
91425,4566320,2022/09/09 12:51,13264,8022A0330,215266,809C6E340,1528.33,US Dollar,1528.33,US Dollar,Cheque,0
44911,1684055,2022/09/02 17:57,116,80E224AC0,112,80DDB7D10,3727.96,Swiss Franc,3727.96,Swiss Franc,Cheque,0
248761,3177785,2022/09/06 20:26,24144,802A26660,15863,80BC2D7D0,926.76,Euro,926.76,Euro,Cheque,0
314397,3880826,2022/09/08 06:44,70,100428810,222268,8082A5A80,436.81,UK Pound,436.81,UK Pound,Cash,0
251010,3805652,2022/09/08 03:18,1068,800846B00,11405,800CBC3A0,2885.15,US Dollar,2885.15,US Dollar,Credit Card,0
52912,3768398,2022/09/08 01:07,1068,8030F1220,116845,809B65FF0,70.93,US Dollar,70.93,US Dollar,Credit Card,0
18348,196667,2022/09/01 00:15,20727,8141DF250,20727,8141DF250,2.65,Euro,2.65,Euro,Reinvestment,0
181688,174383,2022/09/01 00:21,15643,8085BB230,30850,80D42A0A0,9883.89,Euro,9883.89,Euro,ACH,0
105366,3423262,2022/09/07 08:19,12446,8075D45E0,1047,80BC56D70,6400.4,US Dollar,6400.4,US Dollar,Cheque,0
257945,2142442,2022/09/04 06:26,12,80012B270,16431,8028B5B60,1652.58,Euro,1652.58,Euro,Wire,0
18172,1191709,2022/09/02 01:45,153502,814112601,126,814372481,0.750848,Bitcoin,0.750848,Bitcoin,Bitcoin,0
288774,2600649,2022/09/05 15:17,19,8091DF2C0,8,8092DE630,6985.6,Canadian Dollar,6985.6,Canadian Dollar,Cash,0
226071,2058876,2022/09/03 21:57,11056,801DE85D0,21749,8020E4F10,1007.35,Euro,1007.35,Euro,Cheque,0
410065,2367104,2022/09/05 03:21,28628,80B031470,229122,80B249120,178.44,Australian Dollar,178.44,Australian Dollar,Cheque,0
318828,2321037,2022/09/05 01:06,25536,80272FF30,25536,80272FF30,1480.89,US Dollar,1263.79,Euro,ACH,0
447587,3863822,2022/09/08 05:56,15,813EA3011,254958,814099081,0.167683,Bitcoin,0.167683,Bitcoin,Bitcoin,0
360272,3035294,2022/09/06 12:31,112,80DBF81A0,137218,80F68A810,188.62,Swiss Franc,188.62,Swiss Franc,Cheque,0
448548,2920225,2022/09/06 07:18,6803,802C3D040,1,80570AD10,73.51,US Dollar,73.51,US Dollar,Credit Card,0
148931,835021,2022/09/01 15:45,12585,80F247F40,12585,80F247F40,961.78,US Dollar,961.78,US Dollar,Reinvestment,0
70842,3955386,2022/09/08 10:37,8623,80B27CA90,127977,814518560,2657.15,US Dollar,2657.15,US Dollar,Cheque,0
382333,341152,2022/09/01 00:43,28611,80A854730,28611,80A854730,182526.08,Australian Dollar,182526.08,Australian Dollar,Reinvestment,0
204836,1364182,2022/09/02 07:42,3229,804188FA0,1241,8022D00F0,28.48,US Dollar,28.48,US Dollar,ACH,0
10350,1812101,2022/09/02 22:22,1,800D0A950,18819,80B46D050,12344.75,US Dollar,12344.75,US Dollar,Wire,0
177126,1900860,2022/09/03 02:09,513,8012299F0,2627,801615EF0,1898.34,US Dollar,1898.34,US Dollar,Cheque,0
37583,4099982,2022/09/08 18:03,70,100428660,115359,806759510,6805.47,US Dollar,6805.47,US Dollar,Cheque,0
252070,4965409,2022/09/10 09:39,24941,8094B27E0,25113,8094B1940,6592.14,Canadian Dollar,6592.14,Canadian Dollar,ACH,0
420390,600580,2022/09/01 08:35,11471,8018D2600,11405,80FF23CB0,145.37,US Dollar,145.37,US Dollar,Cash,0
153835,4387758,2022/09/09 05:30,70,1004288E8,34215,80C996090,1851.72,Mexican Peso,1851.72,Mexican Peso,Cheque,0
